Cell Number,X,Y,Z,Cell Flux,Standard Deviation
121,-7.00000E+02,2.00000E+02,0.00000E+00,3.26391E-12,4.81000E-02
122,-6.00000E+02,2.00000E+02,0.00000E+00,2.16521E-10,6.70000E-03
123,-5.00000E+02,2.00000E+02,0.00000E+00,4.09832E-10,4.90000E-03
124,-4.00000E+02,2.00000E+02,0.00000E+00,2.37120E-10,6.40000E-03
125,-3.00000E+02,2.00000E+02,0.00000E+00,6.18224E-11,1.24000E-02
126,3.00000E+02,-2.00000E+02,0.00000E+00,7.93699E-11,1.11000E-02
127,4.00000E+02,-2.00000E+02,0.00000E+00,2.28931E-10,6.50000E-03
128,5.00000E+02,-2.00000E+02,0.00000E+00,4.15289E-10,4.80000E-03
129,6.00000E+02,-2.00000E+02,0.00000E+00,2.18926E-10,6.70000E-03
130,7.00000E+02,-2.00000E+02,0.00000E+00,3.80963E-12,4.72000E-02
131,3.00000E+02,-1.00000E+02,0.00000E+00,4.19980E-10,4.80000E-03
132,4.00000E+02,-1.00000E+02,0.00000E+00,1.76597E-08,7.00000E-04
133,5.00000E+02,-1.00000E+02,0.00000E+00,3.16397E-08,5.00000E-04
134,6.00000E+02,-1.00000E+02,0.00000E+00,1.66225E-08,7.00000E-04
135,7.00000E+02,-1.00000E+02,0.00000E+00,2.25170E-10,6.60000E-03
136,3.00000E+02,0.00000E+00,0.00000E+00,6.70769E-10,3.80000E-03
137,4.00000E+02,0.00000E+00,0.00000E+00,3.37627E-08,5.00000E-04
138,5.00000E+02,0.00000E+00,0.00000E+00,5.88715E-08,4.00000E-04
139,6.00000E+02,0.00000E+00,0.00000E+00,3.07983E-08,5.00000E-04
140,7.00000E+02,0.00000E+00,0.00000E+00,3.99803E-10,4.90000E-03
141,3.00000E+02,1.00000E+02,0.00000E+00,3.95944E-10,5.00000E-03
142,4.00000E+02,1.00000E+02,0.00000E+00,1.75322E-08,7.00000E-04
143,5.00000E+02,1.00000E+02,0.00000E+00,3.15048E-08,5.00000E-04
144,6.00000E+02,1.00000E+02,0.00000E+00,1.66314E-08,7.00000E-04
145,7.00000E+02,1.00000E+02,0.00000E+00,2.19390E-10,6.70000E-03
146,3.00000E+02,2.00000E+02,0.00000E+00,6.09295E-11,1.25000E-02
147,4.00000E+02,2.00000E+02,0.00000E+00,2.22883E-10,6.60000E-03
148,5.00000E+02,2.00000E+02,0.00000E+00,4.11109E-10,4.80000E-03
149,6.00000E+02,2.00000E+02,0.00000E+00,2.26557E-10,6.50000E-03
150,7.00000E+02,2.00000E+02,0.00000E+00,3.66953E-12,4.45000E-02
151,-7.00000E+02,3.00000E+02,0.00000E+00,3.80436E-12,4.57000E-02
152,-6.00000E+02,3.00000E+02,0.00000E+00,2.41728E-10,6.40000E-03
153,-5.00000E+02,3.00000E+02,0.00000E+00,4.22067E-10,4.80000E-03
154,-4.00000E+02,3.00000E+02,0.00000E+00,2.20861E-10,6.60000E-03
155,-3.00000E+02,3.00000E+02,0.00000E+00,3.98907E-12,4.32000E-02
156,-7.00000E+02,4.00000E+02,0.00000E+00,2.41032E-10,6.40000E-03
157,-6.00000E+02,4.00000E+02,0.00000E+00,1.83885E-08,7.00000E-04
158,-5.00000E+02,4.00000E+02,0.00000E+00,3.34406E-08,5.00000E-04
159,-4.00000E+02,4.00000E+02,0.00000E+00,1.67942E-08,7.00000E-04
160,-3.00000E+02,4.00000E+02,0.00000E+00,2.15536E-10,6.70000E-03
161,-7.00000E+02,5.00000E+02,0.00000E+00,4.61630E-10,4.60000E-03
162,-6.00000E+02,5.00000E+02,0.00000E+00,3.42888E-08,5.00000E-04
163,-5.00000E+02,5.00000E+02,0.00000E+00,6.33192E-08,4.00000E-04
164,-4.00000E+02,5.00000E+02,0.00000E+00,3.28596E-08,5.00000E-04
165,-3.00000E+02,5.00000E+02,0.00000E+00,4.24609E-10,4.80000E-03
166,-7.00000E+02,6.00000E+02,0.00000E+00,2.29092E-10,6.50000E-03
167,-6.00000E+02,6.00000E+02,0.00000E+00,1.79010E-08,7.00000E-04
168,-5.00000E+02,6.00000E+02,0.00000E+00,3.34915E-08,5.00000E-04
169,-4.00000E+02,6.00000E+02,0.00000E+00,1.71984E-08,7.00000E-04
170,-3.00000E+02,6.00000E+02,0.00000E+00,2.30735E-10,6.50000E-03
171,-7.00000E+02,7.00000E+02,0.00000E+00,3.77273E-12,4.64000E-02
172,-6.00000E+02,7.00000E+02,0.00000E+00,2.27110E-10,6.60000E-03
173,-5.00000E+02,7.00000E+02,0.00000E+00,4.36701E-10,4.70000E-03
174,-4.00000E+02,7.00000E+02,0.00000E+00,2.28205E-10,6.60000E-03
175,-3.00000E+02,7.00000E+02,0.00000E+00,3.87241E-12,4.70000E-02
176,-2.00000E+02,3.00000E+02,0.00000E+00,6.92096E-11,1.17000E-02
177,-1.00000E+02,3.00000E+02,0.00000E+00,3.97550E-10,4.90000E-03
178,0.00000E+00,3.00000E+02,0.00000E+00,6.31743E-10,3.90000E-03
179,1.00000E+02,3.00000E+02,0.00000E+00,3.93701E-10,5.00000E-03
180,2.00000E+02,3.00000E+02,0.00000E+00,6.28176E-11,1.23000E-02
181,-2.00000E+02,4.00000E+02,0.00000E+00,2.38812E-10,6.40000E-03
182,-1.00000E+02,4.00000E+02,0.00000E+00,1.77730E-08,7.00000E-04
183,0.00000E+00,4.00000E+02,0.00000E+00,3.23992E-08,5.00000E-04
184,1.00000E+02,4.00000E+02,0.00000E+00,1.82061E-08,7.00000E-04
185,2.00000E+02,4.00000E+02,0.00000E+00,2.47641E-10,6.30000E-03
186,-2.00000E+02,5.00000E+02,0.00000E+00,4.30609E-10,4.80000E-03
187,-1.00000E+02,5.00000E+02,0.00000E+00,3.22036E-08,5.00000E-04
188,0.00000E+00,5.00000E+02,0.00000E+00,5.95865E-08,4.00000E-04
189,1.00000E+02,5.00000E+02,0.00000E+00,3.29559E-08,5.00000E-04
190,2.00000E+02,5.00000E+02,0.00000E+00,4.45603E-10,4.70000E-03
191,-2.00000E+02,6.00000E+02,0.00000E+00,2.22975E-10,6.60000E-03
192,-1.00000E+02,6.00000E+02,0.00000E+00,1.66644E-08,7.00000E-04
193,0.00000E+00,6.00000E+02,0.00000E+00,3.12480E-08,5.00000E-04
194,1.00000E+02,6.00000E+02,0.00000E+00,1.65775E-08,7.00000E-04
195,2.00000E+02,6.00000E+02,0.00000E+00,2.19488E-10,6.60000E-03
196,-2.00000E+02,7.00000E+02,0.00000E+00,4.09658E-12,4.75000E-02
197,-1.00000E+02,7.00000E+02,0.00000E+00,2.26434E-10,6.50000E-03
198,0.00000E+00,7.00000E+02,0.00000E+00,4.21036E-10,4.80000E-03
199,1.00000E+02,7.00000E+02,0.00000E+00,2.23646E-10,6.60000E-03
200,2.00000E+02,7.00000E+02,0.00000E+00,3.65462E-12,4.63000E-02
201,3.00000E+02,3.00000E+02,0.00000E+00,4.59572E-12,4.42000E-02
202,4.00000E+02,3.00000E+02,0.00000E+00,2.16470E-10,6.70000E-03
203,5.00000E+02,3.00000E+02,0.00000E+00,4.20949E-10,4.80000E-03
204,6.00000E+02,3.00000E+02,0.00000E+00,2.40138E-10,6.30000E-03
205,7.00000E+02,3.00000E+02,0.00000E+00,3.82661E-12,4.72000E-02
206,3.00000E+02,4.00000E+02,0.00000E+00,2.10040E-10,6.70000E-03
207,4.00000E+02,4.00000E+02,0.00000E+00,1.60398E-08,7.00000E-04
208,5.00000E+02,4.00000E+02,0.00000E+00,3.24980E-08,5.00000E-04
209,6.00000E+02,4.00000E+02,0.00000E+00,1.80258E-08,7.00000E-04
210,7.00000E+02,4.00000E+02,0.00000E+00,2.43073E-10,6.30000E-03
211,3.00000E+02,5.00000E+02,0.00000E+00,4.03455E-10,4.90000E-03
212,4.00000E+02,5.00000E+02,0.00000E+00,3.06441E-08,5.00000E-04
213,5.00000E+02,5.00000E+02,0.00000E+00,6.15903E-08,4.00000E-04
214,6.00000E+02,5.00000E+02,0.00000E+00,3.46165E-08,5.00000E-04
215,7.00000E+02,5.00000E+02,0.00000E+00,4.52145E-10,4.60000E-03
216,3.00000E+02,6.00000E+02,0.00000E+00,2.15752E-10,6.70000E-03
217,4.00000E+02,6.00000E+02,0.00000E+00,1.60812E-08,7.00000E-04
218,5.00000E+02,6.00000E+02,0.00000E+00,3.16200E-08,5.00000E-04
219,6.00000E+02,6.00000E+02,0.00000E+00,1.76689E-08,7.00000E-04
220,7.00000E+02,6.00000E+02,0.00000E+00,2.38335E-10,6.40000E-03
221,3.00000E+02,7.00000E+02,0.00000E+00,3.70021E-12,5.03000E-02
222,4.00000E+02,7.00000E+02,0.00000E+00,2.13906E-10,6.70000E-03
223,5.00000E+02,7.00000E+02,0.00000E+00,3.87235E-10,5.00000E-03
224,6.00000E+02,7.00000E+02,0.00000E+00,2.17462E-10,6.60000E-03
225,7.00000E+02,7.00000E+02,0.00000E+00,3.71027E-12,4.64000E-02
