Cell Number,X,Y,Z,Cell Flux,Standard Deviation
137,4.00000E+02,0.00000E+00,0.00000E+00,4.53487E-08,1.70000E-03
138,5.00000E+02,0.00000E+00,0.00000E+00,1.12326E-07,1.10000E-03
139,6.00000E+02,0.00000E+00,0.00000E+00,4.64384E-08,1.70000E-03
140,7.00000E+02,0.00000E+00,0.00000E+00,4.46546E-10,1.88000E-02
141,3.00000E+02,1.00000E+02,0.00000E+00,2.23757E-10,2.62000E-02
142,4.00000E+02,1.00000E+02,0.00000E+00,2.10032E-08,2.50000E-03
143,5.00000E+02,1.00000E+02,0.00000E+00,4.67380E-08,1.70000E-03
144,6.00000E+02,1.00000E+02,0.00000E+00,1.95192E-08,2.60000E-03
145,7.00000E+02,1.00000E+02,0.00000E+00,2.04934E-10,2.73000E-02
146,3.00000E+02,2.00000E+02,0.00000E+00,3.77236E-12,1.94400E-01
147,4.00000E+02,2.00000E+02,0.00000E+00,2.66790E-10,2.36000E-02
148,5.00000E+02,2.00000E+02,0.00000E+00,4.85623E-10,1.78000E-02
149,6.00000E+02,2.00000E+02,0.00000E+00,1.85199E-10,2.85000E-02
150,7.00000E+02,2.00000E+02,0.00000E+00,1.50090E-12,2.50400E-01
151,-7.00000E+02,3.00000E+02,0.00000E+00,2.91351E-12,2.34400E-01
152,-6.00000E+02,3.00000E+02,0.00000E+00,2.32448E-10,2.61000E-02
153,-5.00000E+02,3.00000E+02,0.00000E+00,4.46247E-10,1.88000E-02
154,-4.00000E+02,3.00000E+02,0.00000E+00,1.94364E-10,2.85000E-02
155,-3.00000E+02,3.00000E+02,0.00000E+00,2.31375E-12,2.35000E-01
156,-7.00000E+02,4.00000E+02,0.00000E+00,2.13855E-10,2.68000E-02
157,-6.00000E+02,4.00000E+02,0.00000E+00,2.02645E-08,2.60000E-03
158,-5.00000E+02,4.00000E+02,0.00000E+00,4.57505E-08,1.70000E-03
159,-4.00000E+02,4.00000E+02,0.00000E+00,1.68674E-08,2.80000E-03
160,-3.00000E+02,4.00000E+02,0.00000E+00,1.78382E-10,2.94000E-02
161,-7.00000E+02,5.00000E+02,0.00000E+00,4.07166E-10,1.97000E-02
162,-6.00000E+02,5.00000E+02,0.00000E+00,4.42736E-08,1.70000E-03
163,-5.00000E+02,5.00000E+02,0.00000E+00,1.16541E-07,1.10000E-03
164,-4.00000E+02,5.00000E+02,0.00000E+00,4.35252E-08,1.80000E-03
165,-3.00000E+02,5.00000E+02,0.00000E+00,3.56479E-10,2.06000E-02
166,-7.00000E+02,6.00000E+02,0.00000E+00,2.00567E-10,2.74000E-02
167,-6.00000E+02,6.00000E+02,0.00000E+00,1.94602E-08,2.60000E-03
168,-5.00000E+02,6.00000E+02,0.00000E+00,4.63787E-08,1.70000E-03
169,-4.00000E+02,6.00000E+02,0.00000E+00,1.73593E-08,2.80000E-03
170,-3.00000E+02,6.00000E+02,0.00000E+00,1.53912E-10,3.15000E-02
171,-7.00000E+02,7.00000E+02,0.00000E+00,2.36618E-12,2.12200E-01
172,-6.00000E+02,7.00000E+02,0.00000E+00,2.08264E-10,2.72000E-02
173,-5.00000E+02,7.00000E+02,0.00000E+00,5.02979E-10,1.76000E-02
174,-4.00000E+02,7.00000E+02,0.00000E+00,1.52595E-10,3.23000E-02
175,-3.00000E+02,7.00000E+02,0.00000E+00,1.39052E-12,2.90900E-01
176,-2.00000E+02,3.00000E+02,0.00000E+00,6.01860E-12,1.52200E-01
177,-1.00000E+02,3.00000E+02,0.00000E+00,3.18115E-10,2.22000E-02
178,0.00000E+00,3.00000E+02,0.00000E+00,7.03268E-10,1.49000E-02
179,1.00000E+02,3.00000E+02,0.00000E+00,2.40550E-10,2.51000E-02
180,2.00000E+02,3.00000E+02,0.00000E+00,6.13516E-12,1.36000E-01
181,-2.00000E+02,4.00000E+02,0.00000E+00,2.38432E-10,2.53000E-02
182,-1.00000E+02,4.00000E+02,0.00000E+00,2.43104E-08,2.40000E-03
183,0.00000E+00,4.00000E+02,0.00000E+00,5.70094E-08,1.50000E-03
184,1.00000E+02,4.00000E+02,0.00000E+00,2.43194E-08,2.40000E-03
185,2.00000E+02,4.00000E+02,0.00000E+00,2.82541E-10,2.37000E-02
186,-2.00000E+02,5.00000E+02,0.00000E+00,5.70221E-10,1.62000E-02
187,-1.00000E+02,5.00000E+02,0.00000E+00,5.62796E-08,1.50000E-03
188,0.00000E+00,5.00000E+02,0.00000E+00,1.28008E-07,1.00000E-03
189,1.00000E+02,5.00000E+02,0.00000E+00,5.09982E-08,1.60000E-03
190,2.00000E+02,5.00000E+02,0.00000E+00,5.35608E-10,1.71000E-02
191,-2.00000E+02,6.00000E+02,0.00000E+00,2.02415E-10,2.76000E-02
192,-1.00000E+02,6.00000E+02,0.00000E+00,2.29622E-08,2.40000E-03
193,0.00000E+00,6.00000E+02,0.00000E+00,5.23135E-08,1.60000E-03
194,1.00000E+02,6.00000E+02,0.00000E+00,2.03765E-08,2.60000E-03
195,2.00000E+02,6.00000E+02,0.00000E+00,1.91305E-10,2.89000E-02
196,-2.00000E+02,7.00000E+02,0.00000E+00,1.16557E-12,2.52600E-01
197,-1.00000E+02,7.00000E+02,0.00000E+00,2.09924E-10,2.64000E-02
198,0.00000E+00,7.00000E+02,0.00000E+00,5.08443E-10,1.75000E-02
199,1.00000E+02,7.00000E+02,0.00000E+00,2.10677E-10,2.73000E-02
200,2.00000E+02,7.00000E+02,0.00000E+00,1.06874E-12,2.34000E-01
201,3.00000E+02,3.00000E+02,0.00000E+00,4.67527E-12,1.57100E-01
202,4.00000E+02,3.00000E+02,0.00000E+00,2.05917E-10,2.71000E-02
203,5.00000E+02,3.00000E+02,0.00000E+00,4.95439E-10,1.77000E-02
204,6.00000E+02,3.00000E+02,0.00000E+00,2.38702E-10,2.55000E-02
205,7.00000E+02,3.00000E+02,0.00000E+00,2.67760E-12,2.26800E-01
206,3.00000E+02,4.00000E+02,0.00000E+00,2.22226E-10,2.66000E-02
207,4.00000E+02,4.00000E+02,0.00000E+00,2.11596E-08,2.50000E-03
208,5.00000E+02,4.00000E+02,0.00000E+00,5.01871E-08,1.60000E-03
209,6.00000E+02,4.00000E+02,0.00000E+00,2.19727E-08,2.50000E-03
210,7.00000E+02,4.00000E+02,0.00000E+00,2.30617E-10,2.59000E-02
211,3.00000E+02,5.00000E+02,0.00000E+00,4.36211E-10,1.89000E-02
212,4.00000E+02,5.00000E+02,0.00000E+00,4.87347E-08,1.70000E-03
213,5.00000E+02,5.00000E+02,0.00000E+00,1.21115E-07,1.10000E-03
214,6.00000E+02,5.00000E+02,0.00000E+00,4.88582E-08,1.70000E-03
215,7.00000E+02,5.00000E+02,0.00000E+00,4.89332E-10,1.77000E-02
216,3.00000E+02,6.00000E+02,0.00000E+00,1.91438E-10,2.87000E-02
217,4.00000E+02,6.00000E+02,0.00000E+00,1.86311E-08,2.70000E-03
218,5.00000E+02,6.00000E+02,0.00000E+00,4.86196E-08,1.70000E-03
219,6.00000E+02,6.00000E+02,0.00000E+00,2.09539E-08,2.50000E-03
220,7.00000E+02,6.00000E+02,0.00000E+00,2.09198E-10,2.71000E-02
221,3.00000E+02,7.00000E+02,0.00000E+00,3.24505E-12,1.92300E-01
222,4.00000E+02,7.00000E+02,0.00000E+00,1.94088E-10,2.81000E-02
223,5.00000E+02,7.00000E+02,0.00000E+00,4.65507E-10,1.82000E-02
224,6.00000E+02,7.00000E+02,0.00000E+00,1.82080E-10,2.95000E-02
225,7.00000E+02,7.00000E+02,0.00000E+00,1.22055E-12,2.64600E-01
