a_1mp_o,1000000,0.80578,0.00057,102.87
f_1mp_o,1000000,0.80691,0.00002,389.19
a_100kp_o,100000,0.80917,0.00379,3.05
a_250kp_o,250000,0.80912,0.00239,7.54
a_500kp_o,500000,0.80555,0.00080,51.35
a_750kp_o,750000,0.80658,0.00063,77.26
f_100kp_o,100000,0.80760,0.00013,11.35
f_250kp_o,250000,0.80719,0.00009,27.64
f_500kp_o,500000,0.80685,0.00002,198.74
f_750kp_o,750000,0.80688,0.00002,292.77
