Cell Number,X,Y,Z,Cell Flux,Standard Deviation
64,1.00000E+02,-5.00000E+02,0.00000E+00,4.62000E-08,4.00000E-04
65,2.00000E+02,-5.00000E+02,0.00000E+00,2.10395E-10,9.60000E-03
66,-2.00000E+02,-4.00000E+02,0.00000E+00,8.77586E-11,1.48000E-02
67,-1.00000E+02,-4.00000E+02,0.00000E+00,1.46250E-08,8.00000E-04
68,0.00000E+00,-4.00000E+02,0.00000E+00,4.42436E-08,4.00000E-04
69,1.00000E+02,-4.00000E+02,0.00000E+00,1.75664E-08,7.00000E-04
70,2.00000E+02,-4.00000E+02,0.00000E+00,7.71207E-11,1.55000E-02
71,-2.00000E+02,-3.00000E+02,0.00000E+00,6.18600E-11,1.78000E-02
72,-1.00000E+02,-3.00000E+02,0.00000E+00,2.28523E-10,9.20000E-03
73,0.00000E+00,-3.00000E+02,0.00000E+00,4.30044E-10,6.80000E-03
74,1.00000E+02,-3.00000E+02,0.00000E+00,2.56488E-10,8.70000E-03
75,2.00000E+02,-3.00000E+02,0.00000E+00,5.62018E-11,1.89000E-02
76,3.00000E+02,-7.00000E+02,0.00000E+00,4.34347E-12,5.73000E-02
77,4.00000E+02,-7.00000E+02,0.00000E+00,2.61786E-10,8.60000E-03
78,5.00000E+02,-7.00000E+02,0.00000E+00,4.34920E-10,6.70000E-03
79,6.00000E+02,-7.00000E+02,0.00000E+00,2.42966E-10,8.90000E-03
80,7.00000E+02,-7.00000E+02,0.00000E+00,3.52749E-12,7.07000E-02
81,3.00000E+02,-6.00000E+02,0.00000E+00,2.60081E-10,8.60000E-03
82,4.00000E+02,-6.00000E+02,0.00000E+00,1.85968E-08,1.00000E-03
83,5.00000E+02,-6.00000E+02,0.00000E+00,3.26932E-08,7.00000E-04
84,6.00000E+02,-6.00000E+02,0.00000E+00,1.75883E-08,1.00000E-03
85,7.00000E+02,-6.00000E+02,0.00000E+00,2.30811E-10,9.10000E-03
86,3.00000E+02,-5.00000E+02,0.00000E+00,4.35225E-10,6.70000E-03
87,4.00000E+02,-5.00000E+02,0.00000E+00,3.29833E-08,7.00000E-04
88,5.00000E+02,-5.00000E+02,0.00000E+00,6.01665E-08,5.00000E-04
89,6.00000E+02,-5.00000E+02,0.00000E+00,3.25986E-08,7.00000E-04
90,7.00000E+02,-5.00000E+02,0.00000E+00,4.46902E-10,6.60000E-03
91,3.00000E+02,-4.00000E+02,0.00000E+00,2.20208E-10,9.30000E-03
92,4.00000E+02,-4.00000E+02,0.00000E+00,1.72749E-08,1.00000E-03
93,5.00000E+02,-4.00000E+02,0.00000E+00,3.34097E-08,7.00000E-04
94,6.00000E+02,-4.00000E+02,0.00000E+00,1.83295E-08,1.00000E-03
95,7.00000E+02,-4.00000E+02,0.00000E+00,2.44272E-10,8.90000E-03
96,3.00000E+02,-3.00000E+02,0.00000E+00,4.68774E-12,5.52000E-02
97,4.00000E+02,-3.00000E+02,0.00000E+00,2.25916E-10,9.20000E-03
98,5.00000E+02,-3.00000E+02,0.00000E+00,4.31769E-10,6.70000E-03
99,6.00000E+02,-3.00000E+02,0.00000E+00,2.61251E-10,8.60000E-03
100,7.00000E+02,-3.00000E+02,0.00000E+00,4.38430E-12,5.93000E-02
101,-7.00000E+02,-2.00000E+02,0.00000E+00,3.93815E-12,6.35000E-02
102,-6.00000E+02,-2.00000E+02,0.00000E+00,2.24366E-10,9.30000E-03
103,-5.00000E+02,-2.00000E+02,0.00000E+00,4.13850E-10,6.90000E-03
104,-4.00000E+02,-2.00000E+02,0.00000E+00,2.23294E-10,9.30000E-03
105,-3.00000E+02,-2.00000E+02,0.00000E+00,6.49199E-11,1.71000E-02
106,-7.00000E+02,-1.00000E+02,0.00000E+00,2.11077E-10,9.50000E-03
107,-6.00000E+02,-1.00000E+02,0.00000E+00,1.61782E-08,1.00000E-03
108,-5.00000E+02,-1.00000E+02,0.00000E+00,3.22255E-08,7.00000E-04
109,-4.00000E+02,-1.00000E+02,0.00000E+00,1.80352E-08,1.00000E-03
110,-3.00000E+02,-1.00000E+02,0.00000E+00,3.92220E-10,7.00000E-03
111,-7.00000E+02,0.00000E+00,0.00000E+00,4.02521E-10,6.90000E-03
112,-6.00000E+02,0.00000E+00,0.00000E+00,3.17811E-08,7.00000E-04
113,-5.00000E+02,0.00000E+00,0.00000E+00,6.22719E-08,5.00000E-04
114,-4.00000E+02,0.00000E+00,0.00000E+00,3.42078E-08,7.00000E-04
115,-3.00000E+02,0.00000E+00,0.00000E+00,6.91148E-10,5.30000E-03
116,-7.00000E+02,1.00000E+02,0.00000E+00,2.18173E-10,9.40000E-03
117,-6.00000E+02,1.00000E+02,0.00000E+00,1.71290E-08,1.00000E-03
118,-5.00000E+02,1.00000E+02,0.00000E+00,3.34511E-08,7.00000E-04
119,-4.00000E+02,1.00000E+02,0.00000E+00,1.87733E-08,1.00000E-03
120,-3.00000E+02,1.00000E+02,0.00000E+00,4.28079E-10,6.70000E-03
121,-7.00000E+02,2.00000E+02,0.00000E+00,3.76160E-12,6.63000E-02
122,-6.00000E+02,2.00000E+02,0.00000E+00,2.27805E-10,9.20000E-03
123,-5.00000E+02,2.00000E+02,0.00000E+00,4.31391E-10,6.70000E-03
124,-4.00000E+02,2.00000E+02,0.00000E+00,2.52772E-10,8.90000E-03
125,-3.00000E+02,2.00000E+02,0.00000E+00,6.45348E-11,1.70000E-02
126,3.00000E+02,-2.00000E+02,0.00000E+00,5.45524E-11,1.92000E-02
127,4.00000E+02,-2.00000E+02,0.00000E+00,2.54700E-10,8.70000E-03
128,5.00000E+02,-2.00000E+02,0.00000E+00,4.48317E-10,6.60000E-03
129,6.00000E+02,-2.00000E+02,0.00000E+00,2.21462E-10,9.40000E-03
130,7.00000E+02,-2.00000E+02,0.00000E+00,3.75202E-12,6.85000E-02
131,3.00000E+02,-1.00000E+02,0.00000E+00,3.92726E-10,7.00000E-03
132,4.00000E+02,-1.00000E+02,0.00000E+00,1.84180E-08,1.00000E-03
133,5.00000E+02,-1.00000E+02,0.00000E+00,3.45587E-08,7.00000E-04
134,6.00000E+02,-1.00000E+02,0.00000E+00,1.70379E-08,1.00000E-03
135,7.00000E+02,-1.00000E+02,0.00000E+00,2.15625E-10,9.40000E-03
136,3.00000E+02,0.00000E+00,0.00000E+00,6.54654E-10,5.40000E-03
137,4.00000E+02,0.00000E+00,0.00000E+00,3.46240E-08,7.00000E-04
138,5.00000E+02,0.00000E+00,0.00000E+00,6.09281E-08,5.00000E-04
139,6.00000E+02,0.00000E+00,0.00000E+00,3.08583E-08,7.00000E-04
140,7.00000E+02,0.00000E+00,0.00000E+00,3.97724E-10,7.00000E-03
141,3.00000E+02,1.00000E+02,0.00000E+00,3.61931E-10,7.30000E-03
142,4.00000E+02,1.00000E+02,0.00000E+00,1.72471E-08,1.00000E-03
143,5.00000E+02,1.00000E+02,0.00000E+00,3.03041E-08,7.00000E-04
144,6.00000E+02,1.00000E+02,0.00000E+00,1.60864E-08,1.00000E-03
145,7.00000E+02,1.00000E+02,0.00000E+00,2.10050E-10,9.50000E-03
146,3.00000E+02,2.00000E+02,0.00000E+00,6.26829E-11,1.76000E-02
147,4.00000E+02,2.00000E+02,0.00000E+00,2.38567E-10,9.10000E-03
148,5.00000E+02,2.00000E+02,0.00000E+00,3.99166E-10,6.90000E-03
149,6.00000E+02,2.00000E+02,0.00000E+00,2.02024E-10,9.80000E-03
150,7.00000E+02,2.00000E+02,0.00000E+00,3.76237E-12,6.42000E-02
151,-7.00000E+02,3.00000E+02,0.00000E+00,4.22593E-12,6.24000E-02
152,-6.00000E+02,3.00000E+02,0.00000E+00,2.46810E-10,8.90000E-03
153,-5.00000E+02,3.00000E+02,0.00000E+00,4.57521E-10,6.50000E-03
154,-4.00000E+02,3.00000E+02,0.00000E+00,2.55676E-10,8.70000E-03
155,-3.00000E+02,3.00000E+02,0.00000E+00,5.18281E-12,5.31000E-02
156,-7.00000E+02,4.00000E+02,0.00000E+00,2.59173E-10,8.60000E-03
157,-6.00000E+02,4.00000E+02,0.00000E+00,1.87341E-08,1.00000E-03
158,-5.00000E+02,4.00000E+02,0.00000E+00,3.59784E-08,7.00000E-04
159,-4.00000E+02,4.00000E+02,0.00000E+00,1.89679E-08,9.00000E-04
160,-3.00000E+02,4.00000E+02,0.00000E+00,2.49035E-10,8.90000E-03
161,-7.00000E+02,5.00000E+02,0.00000E+00,4.59516E-10,6.50000E-03
162,-6.00000E+02,5.00000E+02,0.00000E+00,3.46323E-08,7.00000E-04
163,-5.00000E+02,5.00000E+02,0.00000E+00,6.74607E-08,5.00000E-04
164,-4.00000E+02,5.00000E+02,0.00000E+00,3.61800E-08,7.00000E-04
165,-3.00000E+02,5.00000E+02,0.00000E+00,4.71459E-10,6.40000E-03
166,-7.00000E+02,6.00000E+02,0.00000E+00,2.12963E-10,9.50000E-03
167,-6.00000E+02,6.00000E+02,0.00000E+00,1.67604E-08,1.00000E-03
168,-5.00000E+02,6.00000E+02,0.00000E+00,3.35347E-08,7.00000E-04
169,-4.00000E+02,6.00000E+02,0.00000E+00,1.89391E-08,1.00000E-03
170,-3.00000E+02,6.00000E+02,0.00000E+00,2.43690E-10,8.90000E-03
171,-7.00000E+02,7.00000E+02,0.00000E+00,3.74713E-12,6.61000E-02
172,-6.00000E+02,7.00000E+02,0.00000E+00,2.14491E-10,9.40000E-03
173,-5.00000E+02,7.00000E+02,0.00000E+00,4.19471E-10,6.80000E-03
174,-4.00000E+02,7.00000E+02,0.00000E+00,2.41963E-10,9.00000E-03
175,-3.00000E+02,7.00000E+02,0.00000E+00,3.28633E-12,6.60000E-02
176,-2.00000E+02,3.00000E+02,0.00000E+00,7.31278E-11,1.65000E-02
177,-1.00000E+02,3.00000E+02,0.00000E+00,3.87998E-10,7.10000E-03
178,0.00000E+00,3.00000E+02,0.00000E+00,6.66019E-10,5.40000E-03
179,1.00000E+02,3.00000E+02,0.00000E+00,4.25236E-10,6.70000E-03
