Cell Number,X,Y,Z,Cell Flux,Standard Deviation
148,5.00000E+02,2.00000E+02,0.00000E+00,1.66085E-11,2.52000E-02
149,6.00000E+02,2.00000E+02,0.00000E+00,2.01667E-11,2.31000E-02
150,7.00000E+02,2.00000E+02,0.00000E+00,3.89676E-13,1.14200E-01
151,-7.00000E+02,3.00000E+02,0.00000E+00,1.35882E-13,1.92700E-01
152,-6.00000E+02,3.00000E+02,0.00000E+00,7.89994E-12,3.95000E-02
153,-5.00000E+02,3.00000E+02,0.00000E+00,1.88287E-11,2.44000E-02
154,-4.00000E+02,3.00000E+02,0.00000E+00,8.22150E-12,3.54000E-02
155,-3.00000E+02,3.00000E+02,0.00000E+00,1.18962E-15,6.33000E-01
156,-7.00000E+02,4.00000E+02,0.00000E+00,1.40352E-11,2.74000E-02
157,-6.00000E+02,4.00000E+02,0.00000E+00,2.41086E-09,2.80000E-03
158,-5.00000E+02,4.00000E+02,0.00000E+00,4.96340E-09,2.00000E-03
159,-4.00000E+02,4.00000E+02,0.00000E+00,3.31285E-09,2.40000E-03
160,-3.00000E+02,4.00000E+02,0.00000E+00,1.16742E-11,2.90000E-02
161,-7.00000E+02,5.00000E+02,0.00000E+00,3.97276E-11,1.70000E-02
162,-6.00000E+02,5.00000E+02,0.00000E+00,6.06438E-09,1.80000E-03
163,-5.00000E+02,5.00000E+02,0.00000E+00,1.26408E-08,1.20000E-03
164,-4.00000E+02,5.00000E+02,0.00000E+00,6.51721E-09,1.70000E-03
165,-3.00000E+02,5.00000E+02,0.00000E+00,4.30233E-11,1.57000E-02
166,-7.00000E+02,6.00000E+02,0.00000E+00,1.13226E-11,2.97000E-02
167,-6.00000E+02,6.00000E+02,0.00000E+00,3.98027E-09,2.20000E-03
168,-5.00000E+02,6.00000E+02,0.00000E+00,7.34207E-09,1.60000E-03
169,-4.00000E+02,6.00000E+02,0.00000E+00,2.77207E-09,2.60000E-03
170,-3.00000E+02,6.00000E+02,0.00000E+00,2.03466E-11,2.29000E-02
171,-7.00000E+02,7.00000E+02,0.00000E+00,2.25479E-13,1.51500E-01
172,-6.00000E+02,7.00000E+02,0.00000E+00,3.62193E-11,1.80000E-02
173,-5.00000E+02,7.00000E+02,0.00000E+00,3.27826E-11,1.80000E-02
174,-4.00000E+02,7.00000E+02,0.00000E+00,8.75027E-12,3.72000E-02
175,-3.00000E+02,7.00000E+02,0.00000E+00,2.86361E-14,2.68200E-01
176,-2.00000E+02,3.00000E+02,0.00000E+00,5.32137E-13,1.20500E-01
177,-1.00000E+02,3.00000E+02,0.00000E+00,2.15676E-11,2.16000E-02
178,0.00000E+00,3.00000E+02,0.00000E+00,5.17259E-11,1.49000E-02
179,1.00000E+02,3.00000E+02,0.00000E+00,3.51813E-11,1.81000E-02
180,2.00000E+02,3.00000E+02,0.00000E+00,6.07958E-12,4.32000E-02
181,-2.00000E+02,4.00000E+02,0.00000E+00,2.21963E-11,2.20000E-02
182,-1.00000E+02,4.00000E+02,0.00000E+00,2.53940E-09,2.80000E-03
183,0.00000E+00,4.00000E+02,0.00000E+00,3.63686E-09,2.30000E-03
184,1.00000E+02,4.00000E+02,0.00000E+00,2.27522E-09,3.00000E-03
185,2.00000E+02,4.00000E+02,0.00000E+00,1.21931E-11,3.11000E-02
186,-2.00000E+02,5.00000E+02,0.00000E+00,3.38082E-11,1.76000E-02
187,-1.00000E+02,5.00000E+02,0.00000E+00,5.90135E-09,1.80000E-03
188,0.00000E+00,5.00000E+02,0.00000E+00,8.44570E-09,1.50000E-03
189,1.00000E+02,5.00000E+02,0.00000E+00,4.03171E-09,2.20000E-03
190,2.00000E+02,5.00000E+02,0.00000E+00,1.89247E-11,2.40000E-02
191,-2.00000E+02,6.00000E+02,0.00000E+00,1.49538E-11,2.98000E-02
192,-1.00000E+02,6.00000E+02,0.00000E+00,2.08510E-09,3.00000E-03
193,0.00000E+00,6.00000E+02,0.00000E+00,3.75307E-09,2.30000E-03
194,1.00000E+02,6.00000E+02,0.00000E+00,9.83774E-10,4.20000E-03
195,2.00000E+02,6.00000E+02,0.00000E+00,5.10135E-12,4.54000E-02
196,-2.00000E+02,7.00000E+02,0.00000E+00,1.16263E-14,4.31800E-01
197,-1.00000E+02,7.00000E+02,0.00000E+00,6.14507E-12,4.22000E-02
198,0.00000E+00,7.00000E+02,0.00000E+00,1.46465E-11,2.82000E-02
199,1.00000E+02,7.00000E+02,0.00000E+00,2.63355E-12,6.24000E-02
200,2.00000E+02,7.00000E+02,0.00000E+00,2.98220E-14,6.24500E-01
201,3.00000E+02,3.00000E+02,0.00000E+00,8.14492E-13,8.51000E-02
202,4.00000E+02,3.00000E+02,0.00000E+00,3.29444E-11,1.81000E-02
203,5.00000E+02,3.00000E+02,0.00000E+00,6.33074E-11,1.35000E-02
204,6.00000E+02,3.00000E+02,0.00000E+00,2.76545E-11,2.11000E-02
205,7.00000E+02,3.00000E+02,0.00000E+00,3.38549E-13,1.66200E-01
206,3.00000E+02,4.00000E+02,0.00000E+00,3.79947E-11,1.71000E-02
207,4.00000E+02,4.00000E+02,0.00000E+00,6.26116E-09,1.80000E-03
208,5.00000E+02,4.00000E+02,0.00000E+00,9.08221E-09,1.50000E-03
209,6.00000E+02,4.00000E+02,0.00000E+00,4.75349E-09,2.10000E-03
210,7.00000E+02,4.00000E+02,0.00000E+00,2.19126E-11,2.21000E-02
211,3.00000E+02,5.00000E+02,0.00000E+00,5.22546E-11,1.46000E-02
212,4.00000E+02,5.00000E+02,0.00000E+00,7.11981E-09,1.60000E-03
213,5.00000E+02,5.00000E+02,0.00000E+00,1.51348E-08,1.10000E-03
214,6.00000E+02,5.00000E+02,0.00000E+00,9.93477E-09,1.40000E-03
215,7.00000E+02,5.00000E+02,0.00000E+00,5.65765E-11,1.43000E-02
216,3.00000E+02,6.00000E+02,0.00000E+00,6.35979E-12,3.83000E-02
217,4.00000E+02,6.00000E+02,0.00000E+00,1.81396E-09,3.10000E-03
218,5.00000E+02,6.00000E+02,0.00000E+00,6.56902E-09,1.70000E-03
219,6.00000E+02,6.00000E+02,0.00000E+00,3.20047E-09,2.40000E-03
220,7.00000E+02,6.00000E+02,0.00000E+00,1.53830E-11,2.64000E-02
221,3.00000E+02,7.00000E+02,0.00000E+00,8.68998E-15,5.05500E-01
222,4.00000E+02,7.00000E+02,0.00000E+00,8.68061E-12,3.49000E-02
223,5.00000E+02,7.00000E+02,0.00000E+00,3.60843E-11,1.76000E-02
224,6.00000E+02,7.00000E+02,0.00000E+00,9.02096E-12,3.57000E-02
225,7.00000E+02,7.00000E+02,0.00000E+00,1.19807E-13,2.18700E-01
